"","name","parentid","level","path_2","path_3","path_4","path_5","path_6","path_7"
"889","Blue Nile Medical Clinic","MEkEH8ZmcOU","4","HfVjCurKxh2","nrI2khZx3d0","MEkEH8ZmcOU","ZPYdnLyhRQf",NA,NA
"890","Blueturtle Dispensary","d3hSQ3EtnPk","4","HfVjCurKxh2","j8o6iO4Njsi","d3hSQ3EtnPk","bTZzCfsUUIv",NA,NA
"891","B Maina Health care","YZAZ1a9MIvX","4","HfVjCurKxh2","qKzosKQPl6G","YZAZ1a9MIvX","pZn8DiySE4c",NA,NA
"892","Bobaracho  Dispensary","fFh3beH29fD","4","HfVjCurKxh2","sPkRcDvhGWA","fFh3beH29fD","NjwY5R85aDB",NA,NA
"893","BOCHARIA CU","Kp2Kfseofdd","5","HfVjCurKxh2","uepLTG8wGWJ","Qn5Fff2lIDz","Kp2Kfseofdd","Nj6X1FT87Un",NA
"894","Bodaki Medical Clinic","CcTr4bcVGAG","4","HfVjCurKxh2","jkG3zaihdSs","CcTr4bcVGAG","F3iyXRgcsHl",NA,NA
"895","Boddu Pharmacy Ltd","BDxUGx86itV","4","HfVjCurKxh2","Y52XNJ50hYb","BDxUGx86itV","WawKSiTTtCM",NA,NA
"896","Bodhai Dispensary","uyeif4CPqHt","4","HfVjCurKxh2","uyOrcHZBpW0","uyeif4CPqHt","SD8zbK9C7ds",NA,NA
"897","Bodi Health Centre","LRNmnMw1fBs","4","HfVjCurKxh2","tAbBVBbueqD","LRNmnMw1fBs","gYaEWAxDwbL",NA,NA
"898","Bodo Medical Clinic","VGENlt3MTt7","5","HfVjCurKxh2","N7YETT3A9r1","ADMywdLwoRX","VGENlt3MTt7","QAsALhw98vK",NA
"899","Bofu Dispensary","aom47Uzq1RZ","5","HfVjCurKxh2","N7YETT3A9r1","LOgbecTRkbp","aom47Uzq1RZ","pUx9e19epql",NA
"900","Bogita Community Health Unit","PduUv9FH59L","5","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","PduUv9FH59L","IlUIYGA0R95",NA
"901","Bogwendo Community Unit","z3iVrJLrSQo","5","HfVjCurKxh2","uepLTG8wGWJ","f3AcdRzgTwz","z3iVrJLrSQo","jY4RZJ7tyKy",NA
"902","Bogwendo Health Centre","f3AcdRzgTwz","4","HfVjCurKxh2","uepLTG8wGWJ","f3AcdRzgTwz","z3iVrJLrSQo",NA,NA
"903","Bogyar Dispensary","EW4Jw4dVWBt","4","HfVjCurKxh2","uyOrcHZBpW0","EW4Jw4dVWBt","bmc5MGj6xcQ",NA,NA
"904","Boige Health Centre","WHG67QCDRS9","4","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","xkktH1TfvFt",NA,NA
"905","Boisanga 1 Community Health Unit","hYlQ9bF0BNY","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","hYlQ9bF0BNY","PHQuIe8iP86",NA
"906","BOISANGA  II","KIcB1UkdXXb","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","KIcB1UkdXXb","RXF5HXX5qon",NA
"907","Boito Dispensary","PLFoYJO8MVS","4","HfVjCurKxh2","HMNARUV2CW4","PLFoYJO8MVS","jc31CNqvToC",NA,NA
"908","Boji Community Unit","k9yqhyTOmKm","5","HfVjCurKxh2","bzOfj0iwfDH","ecl4YnDebUi","k9yqhyTOmKm","DLP0YCQw25m",NA
"909","Boji Dispensary","ecl4YnDebUi","4","HfVjCurKxh2","bzOfj0iwfDH","ecl4YnDebUi","k9yqhyTOmKm",NA,NA
"910","Bokeire Community Health Unit","aZCS6UZRpdL","5","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","aZCS6UZRpdL","Fe79V9ndGta",NA
"911","Bokiambori Community Health Unit","o8IOlvEXsMe","5","HfVjCurKxh2","uepLTG8wGWJ","cxjRPbvhjzr","o8IOlvEXsMe","wfWNNL0zmVD",NA
"912","Bokimai Dispensary","WHG67QCDRS9","4","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","dZ06ZU1Ls42",NA,NA
"913","Bokole CDF Dispensary","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","a6KR1c7QXeL",NA,NA
"914","Bokole Community Health Unit","a6KR1c7QXeL","5","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","a6KR1c7QXeL","NUXCLYXG0mZ",NA
"915","Bokoli ""A"" Community Unit","L7s7lF6nv95","5","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","L7s7lF6nv95","KGcbWEbx7cN",NA
"916","Bokoli Base Clinic","aqYhbqKclsI","4","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","CQVjuMqRmMm",NA,NA
"917","BOKOLI ""B"" COMMUNITY UNIT","L7s7lF6nv95","5","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","L7s7lF6nv95","RKrSER8yRJM",NA
"918","Bokoli Hospital","aqYhbqKclsI","4","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","L7s7lF6nv95",NA,NA
"919","Bokurati 11 Community Unit","KIcB1UkdXXb","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","KIcB1UkdXXb","isSxIddmUUL",NA
"920","Bolimoog Clinic","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","aX2ThTzHWkV",NA,NA
"921","Bomabacho Community Health Unit","kB3a5DNtVlu","5","HfVjCurKxh2","uepLTG8wGWJ","cxjRPbvhjzr","kB3a5DNtVlu","bxFjEcWihmy",NA
"922","Boma La Tumaini VCT","eyADpAXM834","4","HfVjCurKxh2","Hsk1YV8kHkT","eyADpAXM834","kh69W34qkjJ",NA,NA
"923","Bomani Community Health Unit","CARbfjQWQR4","5","HfVjCurKxh2","nrI2khZx3d0","KMWrMZrlO5u","CARbfjQWQR4","zb1EMQGty8b",NA
"924","Bomani Dispensary","xWAZBULwGxp","4","HfVjCurKxh2","nrI2khZx3d0","xWAZBULwGxp","w84mh8esInK",NA,NA
"925","Bomariba Community Health Unit","kNz883gc5n8","5","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","kNz883gc5n8","tI7kOek66wx",NA
"926","Bomas of Kenya Dispensary","aTGYlhEw2Xx","4","HfVjCurKxh2","jkG3zaihdSs","aTGYlhEw2Xx","nIWne3mxn2n",NA,NA
"927","Bombi Dispensary","KMWrMZrlO5u","4","HfVjCurKxh2","nrI2khZx3d0","KMWrMZrlO5u","iKAnCP0fHW9",NA,NA
"928","Bombo Community Health Unit","bJxj094HsZL","5","HfVjCurKxh2","wsBsC6gjHvn","C1hO6wNOgrH","bJxj094HsZL","BYdj8CIthDH",NA
"929","Bombululu Medical Clinic","tSKDWoVKiPo","4","HfVjCurKxh2","nrI2khZx3d0","tSKDWoVKiPo","HI2fO8mdUf2",NA,NA
"930","Bombure Community Unit","erge4sMabaa","5","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","erge4sMabaa","RqhV9DrX1WL",NA
"931","Bome Clinic","U3lGZ71W9Te","4","HfVjCurKxh2","Y52XNJ50hYb","U3lGZ71W9Te","PtiE55c90oU",NA,NA
"932","Bomeni Community Unit","xlKQSUOfy0y","5","HfVjCurKxh2","QyGNX2DpR4h","jNzRdAwjaQ1","xlKQSUOfy0y","IbIzxMl0Nox",NA
"933","Bomeni Division","jNzRdAwjaQ1","4","HfVjCurKxh2","QyGNX2DpR4h","jNzRdAwjaQ1","vW4MtOk8WXr",NA,NA
"934","Bomet Central Sub County","HMNARUV2CW4","3","HfVjCurKxh2","HMNARUV2CW4","m9gdonbVXjZ",NA,NA,NA
"935","Bomet County","HfVjCurKxh2","2","HfVjCurKxh2","HMNARUV2CW4",NA,NA,NA,NA
"936","Bomet county Beyond Zero mobile clinic","OZNRpww2TUK","4","HfVjCurKxh2","HMNARUV2CW4","OZNRpww2TUK","YKVWbMGtETy",NA,NA
"937","Bomet East Sub County","HMNARUV2CW4","3","HfVjCurKxh2","HMNARUV2CW4","OZNRpww2TUK",NA,NA,NA
"938","Bomet GK Prison dispensary","m9gdonbVXjZ","4","HfVjCurKxh2","HMNARUV2CW4","m9gdonbVXjZ","TUUXfe4Itde",NA,NA
"939","Bomet Health Centre","m9gdonbVXjZ","4","HfVjCurKxh2","HMNARUV2CW4","m9gdonbVXjZ","J92hsLeBV21",NA,NA
"940","Bomet Youth centre","m9gdonbVXjZ","4","HfVjCurKxh2","HMNARUV2CW4","m9gdonbVXjZ","dYOS1su87Zt",NA,NA
"941","Bomu Medical Centre Kibera","aTGYlhEw2Xx","4","HfVjCurKxh2","jkG3zaihdSs","aTGYlhEw2Xx","yj9qp9TrV1j",NA,NA
"942","Bomu Medical Centre (Likoni)","iy93Mmi73Or","4","HfVjCurKxh2","wsBsC6gjHvn","iy93Mmi73Or","OtnHULC4QwB",NA,NA
"943","Bomu Medical Centre (Mariakani)","tSKDWoVKiPo","4","HfVjCurKxh2","nrI2khZx3d0","tSKDWoVKiPo","w5udNAfZvrb",NA,NA
"944","Bomu Medical Hospital (Changamwe)","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","BsbMOs77eO2",NA,NA
"945","Bomwanda Community Health Unit","bcUwAhP3wRu","5","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","bcUwAhP3wRu","mFvCOEOkBLo",NA
"946","Bomware/Botabori Community Unit","VJaFTjbLNoF","5","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","VJaFTjbLNoF","PGB6OX7RHpN",NA
"947","Bomware/Botabori Community Unit","erge4sMabaa","5","HfVjCurKxh2","sPkRcDvhGWA","WHG67QCDRS9","erge4sMabaa","JbAzKRRvdBo",NA
"948","Bona Medical Clinic","C1hO6wNOgrH","4","HfVjCurKxh2","wsBsC6gjHvn","C1hO6wNOgrH","HK3kBMXsXIE",NA,NA
"949","Bonde Dispensary","kBQIjtWUBqj","4","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","k2bd5BmXP2t",NA,NA
"950","Bondeni Community Unit","kF4aaglTa6T","5","HfVjCurKxh2","mThvosEflAU","y2M16lesMsF","kF4aaglTa6T","pAQ9cztLoLf",NA
"951","Bondeni Community Unit 2","vPGUu3uwSan","5","HfVjCurKxh2","ob6SxuRcqU4","FBJ9Y11esHS","vPGUu3uwSan","hTFysEWlBEo",NA
"952","Bondeni Dispensary (Nakuru Central)","FBJ9Y11esHS","4","HfVjCurKxh2","ob6SxuRcqU4","FBJ9Y11esHS","vPGUu3uwSan",NA,NA
"953","Bondeni Dispensary (Trans Nzoia West)","y2M16lesMsF","4","HfVjCurKxh2","mThvosEflAU","y2M16lesMsF","kF4aaglTa6T",NA,NA
"954","Bondeni Maternity","FBJ9Y11esHS","4","HfVjCurKxh2","ob6SxuRcqU4","FBJ9Y11esHS","BxIp7V5DU9D",NA,NA
"955","Bondo Dispensary","VtuwXD7O1O9","4","HfVjCurKxh2","fVra3Pwta0Q","VtuwXD7O1O9","TRiVDQSVF92",NA,NA
"956","Bondo District Hospital","JNvqpOnKfGR","4","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","Z6fKUbscAbZ",NA,NA
"957","Bondo Medical Clinic","JNvqpOnKfGR","4","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","v8yY4OQYPJg",NA,NA
"958","Bondo Sub County","u4t9H8XyU9P","3","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR",NA,NA,NA
"959","Bondo University Clinic","JNvqpOnKfGR","4","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","gJMpRxcAgyi",NA,NA
"960","Bongwe Community Health Unit","gwB2ZiLFNyy","6","HfVjCurKxh2","N7YETT3A9r1","ADMywdLwoRX","ByAmsolBen5","gwB2ZiLFNyy","UL6vysDv35l"
"961","Bonjoge Community Unit","a3fXpstjR1y","5","HfVjCurKxh2","t0J75eHKxz5","Sq2fLWnOCGg","a3fXpstjR1y","UXqFfwp4cqy",NA
"962","Bonjoge Disabled Group","Sq2fLWnOCGg","4","HfVjCurKxh2","t0J75eHKxz5","Sq2fLWnOCGg","HTC8wBxxOkE",NA,NA
"963","Bonjoge Dispensary","Sq2fLWnOCGg","4","HfVjCurKxh2","t0J75eHKxz5","Sq2fLWnOCGg","a3fXpstjR1y",NA,NA
"964","Bonyaiguba Community Health Unit","mIhBcu4mJnr","5","HfVjCurKxh2","uepLTG8wGWJ","cxjRPbvhjzr","mIhBcu4mJnr","FrhfJ4CzkTm",NA
"965","Bonyakoni","kTrvZAjAcnU","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","kTrvZAjAcnU","rSQ5YZCZ56G",NA
"966","Bonyanchaire Community Health Unit","ZyVu64QtPyq","5","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","ZyVu64QtPyq","ZmaTmscbCvt",NA
"967","Bonyando Community Health Unit","fjQDkluQIse","5","HfVjCurKxh2","sPkRcDvhGWA","zCCIu1Vi3Wh","fjQDkluQIse","UBzFGtNChXx",NA
"968","Bonyengwe 1 Community Health Unit","fgKTzsc9pph","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","fgKTzsc9pph","fjb4Tr72QDI",NA
"969","Bonyengwe 2 Community Unit","z1cwlRDg4i1","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","z1cwlRDg4i1","HRvdn8Xshrh",NA
"970","Bonyunyu Community Unit","q1fSSC4w9pO","5","HfVjCurKxh2","uepLTG8wGWJ","Qn5Fff2lIDz","q1fSSC4w9pO","jHUAuhi6eFX",NA
"971","Bonzina Medical Clinic","BLz1HkvvMkA","4","HfVjCurKxh2","Hsk1YV8kHkT","BLz1HkvvMkA","GBo3EeMQY6i",NA,NA
"972","Bookers Community Health Unit","pyNcZj1SiiO","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","pyNcZj1SiiO","D3MEmlP6cuM",NA
"973","Boore Clinic","YZAZ1a9MIvX","4","HfVjCurKxh2","qKzosKQPl6G","YZAZ1a9MIvX","VQmTtMzsPbf",NA,NA
"974","Bora Bora Clinic","i2Y2fyNoFyZ","4","HfVjCurKxh2","nK0A12Q7MvS","i2Y2fyNoFyZ","uYDT2t3bfbK",NA,NA
"975","Borabu Medical Clinic","C1hO6wNOgrH","4","HfVjCurKxh2","wsBsC6gjHvn","C1hO6wNOgrH","zMZlZZkLMsd",NA,NA
"976","Borabu Nursing Home","ABuzigW8Lzw","4","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw","Y5rlockPsa4",NA,NA
"977","Borabu Sub County","uepLTG8wGWJ","3","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw",NA,NA,NA
"978","Bora Imani Medical Clinic","Lj0mu9j58Ss","4","HfVjCurKxh2","JsH2bnvNt2d","Lj0mu9j58Ss","lI4HhWSegwy",NA,NA
"979","Borana Dispensary","RJyUfi5BQUm","4","HfVjCurKxh2","xuFdFy6t9AH","RJyUfi5BQUm","d8zHIGmNbPS",NA,NA
"980","Borangi Health Centre","cooDDG3Lh3A","4","HfVjCurKxh2","sPkRcDvhGWA","cooDDG3Lh3A","bsMADcRqCTg",NA,NA
"981","Border 1 Community Health Unit","IgabCFGuay6","5","HfVjCurKxh2","tAbBVBbueqD","iRK9uABUTVZ","IgabCFGuay6","G8KGtZF6fad",NA
"982","Border 2 Community Health Unit","wgZ2mHu3aX9","5","HfVjCurKxh2","tAbBVBbueqD","iRK9uABUTVZ","wgZ2mHu3aX9","iOUHAq2sGol",NA
"983","Border Clinic","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","CLH4kUT5Ua4",NA,NA
"984","Border Medical Care","SZapM1R0Kti","4","HfVjCurKxh2","Hsk1YV8kHkT","SZapM1R0Kti","I28fQeEU1Av",NA,NA
"985","BORDER VIEW MEDICAL CLINIC","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","yXF4Gp29CXx",NA,NA
"986","Bore Hole 11 Health Centre","qyhVIMG2rUw","4","HfVjCurKxh2","R6f9znhg37c","qyhVIMG2rUw","gHFF7a2a54N",NA,NA
"987","Borehole Five Dispensary","RScEHA3V38d","4","HfVjCurKxh2","uyOrcHZBpW0","RScEHA3V38d","fcJSDP22rHp",NA,NA
"988","Bore Singwaya Dispensary","KMWrMZrlO5u","4","HfVjCurKxh2","nrI2khZx3d0","KMWrMZrlO5u","Ji7T8UiRLsk",NA,NA
"989","Bori Community unit","qacBWUQnEgo","5","HfVjCurKxh2","Eey8fT4Im3y","sZjPgbWI5ra","qacBWUQnEgo","C4NQWlkHfsl",NA
"990","Bori Dispensary","sZjPgbWI5ra","4","HfVjCurKxh2","Eey8fT4Im3y","sZjPgbWI5ra","qacBWUQnEgo",NA,NA
"991","Boro Dispensary","Cu46otDi1RO","4","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","xHviPII2Tc3",NA,NA
"992","Borrowonin Dispensary","k7Rj54u6dMx","4","HfVjCurKxh2","vvOK1BxTbet","k7Rj54u6dMx","DMF5wWYxVHg",NA,NA
"993","Boru Haro Model Health Centre","WILszL634oZ","4","HfVjCurKxh2","Eey8fT4Im3y","WILszL634oZ","FdUG9ZIp697",NA,NA
"994","Bosiango Community Health Unit","mZ5dBUXvXqh","5","HfVjCurKxh2","uepLTG8wGWJ","cxjRPbvhjzr","mZ5dBUXvXqh","mnVnGZJvFPb",NA
"995","Bosiango Health Centre","cxjRPbvhjzr","4","HfVjCurKxh2","uepLTG8wGWJ","cxjRPbvhjzr","mZ5dBUXvXqh",NA,NA
"996","Bosongo Hospital","gPR82w2xgJZ","4","HfVjCurKxh2","sPkRcDvhGWA","gPR82w2xgJZ","BqUnGQlOdeK",NA,NA
"997","Bossei Dispensary","bqtTmWcikTN","4","HfVjCurKxh2","vvOK1BxTbet","bqtTmWcikTN","WN8SWfDASte",NA,NA
"998","Bosto Dispensary","PLFoYJO8MVS","4","HfVjCurKxh2","HMNARUV2CW4","PLFoYJO8MVS","pYUcMriFMwT",NA,NA
"999","Boston Medical Clinic","RAnL5kBKMIt","4","HfVjCurKxh2","mYZacFNIB3h","RAnL5kBKMIt","oIRk3Jz65vi",NA,NA
"1000","Bouargy Community Unit","SeSNXZyUdeO","5","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","SeSNXZyUdeO","dtDfA58C3iS",NA
"1001","Bouralgy Dispensary","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","SeSNXZyUdeO",NA,NA
"1002","Boya Community Health Unit","qJwEgqDnkAC","5","HfVjCurKxh2","nK0A12Q7MvS","i2Y2fyNoFyZ","qJwEgqDnkAC","EYV2pXblFqh",NA
"1003","Boyani Dispensary","BXaq5PxSfz2","4","HfVjCurKxh2","sANMZ3lpqGs","BXaq5PxSfz2","Yk6aPsR7nng",NA,NA
"1004","Boya Nursing Home","iRK9uABUTVZ","4","HfVjCurKxh2","tAbBVBbueqD","iRK9uABUTVZ","LJ30sKf3l1b",NA,NA
"1005","Bp1 Dispensary","fGr9rRvaovO","4","HfVjCurKxh2","R6f9znhg37c","fGr9rRvaovO","CrYDpw7MccF",NA,NA
"1006","Brase Clinic and Eye Centre","VtuwXD7O1O9","4","HfVjCurKxh2","fVra3Pwta0Q","VtuwXD7O1O9","FzFNalk6XHG",NA,NA
"1007","Bravo Medical Clinic (Marsabit)","WILszL634oZ","4","HfVjCurKxh2","Eey8fT4Im3y","WILszL634oZ","AoavQDDyuYH",NA,NA
"1008","Breeze Hospital","gwYTo0wITYX","4","HfVjCurKxh2","ahwTMNAJvrL","gwYTo0wITYX","lkoHogbX53N",NA,NA
"1009","Bridging out patient clinic","j7GpbairCOi","4","HfVjCurKxh2","jkG3zaihdSs","j7GpbairCOi","nsF2xje8PQl",NA,NA
"1010","Bright Clinic","G9DoZvSdGLx","4","HfVjCurKxh2","Y52XNJ50hYb","G9DoZvSdGLx","Fmimhs0Y0ch",NA,NA
"1011","Bristal Park Hospital","gD4xxgDGJ4Y","4","HfVjCurKxh2","jkG3zaihdSs","gD4xxgDGJ4Y","ypIztvPg8bq",NA,NA
"1012","British American Tobacco Kenya Clinic","wwROy3Qkwin","4","HfVjCurKxh2","jkG3zaihdSs","wwROy3Qkwin","TXmjwBNpyjc",NA,NA
"1013","Brollo K Dispensary","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","HBATaqhpFeL",NA,NA
"1014","Brother andre Clinic","SSz1iOv28Jk","4","HfVjCurKxh2","jkG3zaihdSs","SSz1iOv28Jk","X43Tf1LIRXh",NA,NA
"1015","Browns Memorial Medical Centre","pzZHpL2ueIn","4","HfVjCurKxh2","mThvosEflAU","pzZHpL2ueIn","dOLz6UrYS9o",NA,NA
"1016","Bubisa Dispensary","j6fqt5TYqPZ","4","HfVjCurKxh2","Eey8fT4Im3y","j6fqt5TYqPZ","iavUq1aSvY9",NA,NA
"1017","Buboko Community Health Unit","VymFeOiKKGv","5","HfVjCurKxh2","BjC1xL40gHo","K7mZpm8COh7","VymFeOiKKGv","RAzUr53qqcn",NA
"1018","Buburi Community Clinic","NHRktMsAkO1","4","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","CTyQmRgaaLX",NA,NA
"1019","Buchangu  A Community Unit","WYaAkILOP16","5","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","WYaAkILOP16","ZtTMSYrHKIn",NA
"1020","BUCHANGU B COMMUNITY UNIT","WYaAkILOP16","5","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","WYaAkILOP16","BohseZq0qH9",NA
"1021","Buchangu Dispensary","G6PJ5kFVAuO","4","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","WYaAkILOP16",NA,NA
"1022","Buchenge Dispensary","GshNTMZJ5r1","4","HfVjCurKxh2","ihZsJ8alvtb","GshNTMZJ5r1","gaWE49ZEO47",NA,NA
"1023","Buchifi A Community Unit","ozud4J6eShX","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","ozud4J6eShX","T0wr0XBZuq9",NA
"1024","Buchifi B Community Health Unit","ozud4J6eShX","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","ozud4J6eShX","w6cuH8dBwfo",NA
"1025","Buchifi C Community Health Unit","ozud4J6eShX","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","ozud4J6eShX","EB3UkRIxMqM",NA
"1026","Budalanga Community Health Unit","EGS0saGNDoS","5","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","EGS0saGNDoS","wrMsMnJRYU6",NA
"1027","Budalangi Community Health Unit","Y1wbtycY0V8","5","HfVjCurKxh2","Tvf1zgVZ0K4","zI6vnsXresW","Y1wbtycY0V8","uuavEPHo3VS",NA
"1028","Budalangi Dispensary","zI6vnsXresW","4","HfVjCurKxh2","Tvf1zgVZ0K4","zI6vnsXresW","Y1wbtycY0V8",NA,NA
"1029","Budaywa Community Health Unit","gkvsBoZvbH1","5","HfVjCurKxh2","sANMZ3lpqGs","urtJSF5jcBC","gkvsBoZvbH1","y6wdfsCeFKT",NA
"1030","Budonga A Community Health Unit","gl9nmj6WvWP","5","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","gl9nmj6WvWP","cZFWvNs0Fdb",NA
"1031","BUDONGA B Community Health Unit","gl9nmj6WvWP","5","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","gl9nmj6WvWP","e8VsqwlEU5I",NA
"1032","BUDONGA C CHU","gl9nmj6WvWP","5","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","gl9nmj6WvWP","muYMnWKECjJ",NA
"1033","Budonga Dispensary","G6PJ5kFVAuO","4","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","gl9nmj6WvWP",NA,NA
"1034","Buduta Dispensary","NHRktMsAkO1","4","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","wPsUQXK6ynT",NA,NA
"1035","Bugaa Community Unit","x0iSqHsozPd","5","HfVjCurKxh2","KGHhQ5GLd4k","ZCYATXdLsL1","x0iSqHsozPd","Mrp6kVdnWgp",NA
"1036","Bugamangi Dispensary","OOF3UX4yOt7","4","HfVjCurKxh2","sANMZ3lpqGs","OOF3UX4yOt7","LFwsHgAoh20",NA,NA
"1037","Bugengi Community A Unit","Qwv7vHBFvMl","5","HfVjCurKxh2","Tvf1zgVZ0K4","tvkI2HSIRW9","Qwv7vHBFvMl","zvHjAxuYW2a",NA
"1038","Bugengi Community B Unit","Qwv7vHBFvMl","5","HfVjCurKxh2","Tvf1zgVZ0K4","tvkI2HSIRW9","Qwv7vHBFvMl","nbLDvqUMVba",NA
"1039","Bughuta Health Centre","yoGLpCTgjed","4","HfVjCurKxh2","QyGNX2DpR4h","yoGLpCTgjed","eZjUr1BHgQw",NA,NA
"1040","Bugina Community Unit","gkvsBoZvbH1","5","HfVjCurKxh2","sANMZ3lpqGs","urtJSF5jcBC","gkvsBoZvbH1","zCBTWgdWnWN",NA
"1041","Bugina Health Centre","urtJSF5jcBC","4","HfVjCurKxh2","sANMZ3lpqGs","urtJSF5jcBC","gkvsBoZvbH1",NA,NA
"1042","Bugumbe Community Health Unit","OQUMus9IsA1","5","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","OQUMus9IsA1","yD7caahdgwj",NA
"1043","Bugumbe Health Centre","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","OQUMus9IsA1",NA,NA
"1044","Buguta Community Health Unit","eZjUr1BHgQw","5","HfVjCurKxh2","QyGNX2DpR4h","yoGLpCTgjed","eZjUr1BHgQw","VEkogeajFD3",NA
"1045","Bujumba Community Health Unit","bmKQdaXNX9E","5","HfVjCurKxh2","Tvf1zgVZ0K4","RIBiZFJxB1K","bmKQdaXNX9E","m8uRYU94PJY",NA
"1046","Bujumba Dispensary","RIBiZFJxB1K","4","HfVjCurKxh2","Tvf1zgVZ0K4","RIBiZFJxB1K","f6lzICIxrKU",NA,NA
"1047","Bujwang`A Community Health Unit","eDnVQzkzc3B","5","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","eDnVQzkzc3B","J1EgGxMdkVy",NA
"1048","Bukalama Dispensary","tvkI2HSIRW9","4","HfVjCurKxh2","Tvf1zgVZ0K4","tvkI2HSIRW9","Qwv7vHBFvMl",NA,NA
"1049","Bukani Community Health Unit","vqZ76KANEWN","5","HfVjCurKxh2","Tvf1zgVZ0K4","zI6vnsXresW","vqZ76KANEWN","zFfuGJmVyFV",NA
"1050","Bukati Community Health Unit","fGgr17UV6Q6","5","HfVjCurKxh2","Tvf1zgVZ0K4","RIBiZFJxB1K","fGgr17UV6Q6","NoeHsffPYZQ",NA
"1051","Bukaya Community Unit","ndBnE6yUjoy","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","ndBnE6yUjoy","mBlIggQEqhq",NA
"1052","Bukaya Health Centre","uRl5fBkhpcE","4","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","ndBnE6yUjoy",NA,NA
"1053","Bukaya Medical Centre","uRl5fBkhpcE","4","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","L9z3TRc6Csz",NA,NA
